ID;TIPO GEOMETRIA;AÑO;CAUSA;AREA_Ha;OBSERVACION;LATITUD;LONGITUD;MUNICIPIO
7463;Polygon;2020;Cultivo;0,12651;Ninguna;8' 22' 43,726' N;77' 14' 19,019' W;ACANDI
4659;Polygon;2019;Cultivo;0,14072;Ninguna;8' 30' 47,551' N;77' 19' 30,507' W;ACANDI
7459;Polygon;2020;Cultivo;0,14125;Ninguna;8' 22' 30,966' N;77' 13' 49,720' W;ACANDI
9719;Polygon;2021;Cultivo;0,15807;Ninguna;8' 36' 11.256' N;77' 20' 50.757' W;ACANDI
7464;Polygon;2020;Cultivo;0,18455;Ninguna;8' 22' 22,008' N;77' 14' 3,921' W;ACANDI
7445;Polygon;2020;Cultivo;0,18485;Ninguna;8' 20' 7,286' N;77' 12' 42,121' W;ACANDI
7440;Polygon;2020;Cultivo;0,18539;Ninguna;8' 23' 18,620' N;77' 14' 40,196' W;ACANDI
7484;Polygon;2020;Cultivo;0,20044;Ninguna;8' 27' 50,102' N;77' 21' 38,627' W;ACANDI
7478;Polygon;2020;Cultivo;0,21474;Ninguna;8' 24' 2,397' N;77' 9' 34,027' W;ACANDI
4684;Polygon;2019;Cultivo;0,21712;Ninguna;8' 29' 1,740' N;77' 22' 8,066' W;ACANDI
4719;Polygon;2019;Ganaderia;0,23432;Ninguna;8' 28' 33,947' N;77' 15' 13,315' W;ACANDI
7461;Polygon;2020;Cultivo;0,26409;Ninguna;8' 22' 23,660' N;77' 14' 3,844' W;ACANDI
7419;Polygon;2020;Cultivo;0,26966;Ninguna;8' 31' 23,497' N;77' 23' 35,401' W;ACANDI
4658;Polygon;2019;Cultivo;0,27939;Ninguna;8' 30' 55,153' N;77' 19' 39,360' W;ACANDI
4726;Polygon;2019;Ganaderia;0,28486;Ninguna;8' 25' 48,509' N;77' 11' 27,234' W;ACANDI
7434;Polygon;2020;Cultivo;0,28781;Ninguna;8' 28' 48,205' N;77' 15' 53,533' W;ACANDI
7462;Polygon;2020;Cultivo;0,29322;Ninguna;8' 22' 26,779' N;77' 14' 7,513' W;ACANDI
4729;Polygon;2019;Ganaderia;0,29542;Ninguna;8' 26' 28,363' N;77' 13' 1,112' W;ACANDI
4739;Polygon;2019;Ganaderia;0,30872;Ninguna;8' 23' 32,584' N;77' 11' 50,315' W;ACANDI
4744;Polygon;2019;Ganaderia;0,31364;Ninguna;8' 23' 15,517' N;77' 12' 28,232' W;ACANDI
7397;Polygon;2019;Cultivo;0,35350;Ninguna;8' 20' 26,869' N;77' 6' 22,847' W;ACANDI
4670;Polygon;2019;Cultivo;0,35510;Ninguna;8' 30' 24,966' N;77' 21' 58,005' W;ACANDI
4664;Polygon;2019;Cultivo;0,36828;Ninguna;8' 30' 30,398' N;77' 21' 20,163' W;ACANDI
7420;Polygon;2020;Cultivo;0,37081;Ninguna;8' 33' 1,024' N;77' 23' 6,129' W;ACANDI
4671;Polygon;2019;Cultivo;0,37094;Ninguna;8' 30' 27,559' N;77' 22' 0,577' W;ACANDI
4717;Polygon;2019;Cultivo;0,37812;Ninguna;8' 29' 24,905' N;77' 15' 21,400' W;ACANDI
7429;Polygon;2020;Cultivo;0,40393;Ninguna;8' 28' 14,778' N;77' 14' 58,785' W;ACANDI
4728;Polygon;2019;Ganaderia;0,40613;Ninguna;8' 26' 25,763' N;77' 12' 12,191' W;ACANDI
7423;Polygon;2020;Cultivo;0,41172;Ninguna;8' 38' 24,167' N;77' 21' 11,517' W;ACANDI
7469;Polygon;2020;Cultivo;0,41736;Ninguna;8' 22' 30,556' N;77' 15' 14,070' W;ACANDI
4711;Polygon;2019;Cultivo;0,43403;Ninguna;8' 21' 55,833' N;77' 10' 32,016' W;ACANDI
4677;Polygon;2019;Cultivo;0,43753;Ninguna;8' 29' 4,171' N;77' 22' 4,908' W;ACANDI
4743;Polygon;2019;Ganaderia;0,43864;Ninguna;8' 23' 12,679' N;77' 12' 26,643' W;ACANDI
7436;Polygon;2020;Cultivo;0,44349;Ninguna;8' 22' 54,461' N;77' 15' 17,305' W;ACANDI
4683;Polygon;2019;Cultivo;0,45831;Ninguna;8' 29' 2,880' N;77' 21' 37,548' W;ACANDI
392;Polygon;2014;Cultivo;0,38689;Ninguna;5' 25' 52,063' N;77' 4' 27,587' W;ALTO BAUDO
7460;Polygon;2020;Cultivo;0,47432;Ninguna;8' 22' 45,070' N;77' 14' 20,236' W;ACANDI
7485;Polygon;2020;Cultivo;0,49418;Ninguna;8' 28' 0,644' N;77' 22' 12,387' W;ACANDI
4682;Polygon;2019;Cultivo;0,51136;Ninguna;8' 28' 9,765' N;77' 22' 7,374' W;ACANDI
4663;Polygon;2019;Cultivo;0,52957;Ninguna;8' 30' 50,475' N;77' 20' 51,131' W;ACANDI
7399;Polygon;2020;Cultivo;0,53338;Ninguna;8' 20' 43,132' N;77' 11' 9,081' W;ACANDI
4689;Polygon;2019;Cultivo;0,53707;Ninguna;8' 29' 5,590' N;77' 21' 12,180' W;ACANDI
7418;Polygon;2020;Cultivo;0,54855;Ninguna;8' 32' 43,731' N;77' 23' 15,443' W;ACANDI
9397;Polygon;2021;Cultivo;0,55573;Ninguna;8' 25' 14.283' N;77' 11' 55.609' W;ACANDI
7453;Polygon;2020;Cultivo;0,56142;Ninguna;8' 18' 34,682' N;77' 12' 35,985' W;ACANDI
9399;Polygon;2021;Cultivo;0,57334;Ninguna;8' 20' 33.992' N;77' 10' 47.168' W;ACANDI
7407;Polygon;2020;Cultivo;0,59121;Ninguna;8' 23' 2,999' N;77' 8' 42,245' W;ACANDI
7466;Polygon;2020;Cultivo;0,60057;Ninguna;8' 22' 25,582' N;77' 15' 29,824' W;ACANDI
4633;Polygon;2019;Cultivo;0,60773;Ninguna;8' 32' 0,029' N;77' 21' 27,163' W;ACANDI
7465;Polygon;2020;Cultivo;0,61527;Ninguna;8' 22' 29,950' N;77' 15' 28,236' W;ACANDI
4724;Polygon;2019;Ganaderia;0,62299;Ninguna;8' 27' 20,053' N;77' 14' 20,390' W;ACANDI
4625;Polygon;2019;Ganaderia;0,62891;Ninguna;8' 24' 34,394' N;77' 11' 16,548' W;ACANDI
4740;Polygon;2019;Ganaderia;0,63218;Ninguna;8' 23' 14,854' N;77' 12' 3,106' W;ACANDI
7467;Polygon;2020;Cultivo;0,63896;Ninguna;8' 22' 33,960' N;77' 15' 22,261' W;ACANDI
7412;Polygon;2020;Cultivo;0,65393;Ninguna;8' 32' 6,571' N;77' 21' 51,360' W;ACANDI
4674;Polygon;2019;Cultivo;0,65905;Ninguna;8' 29' 41,926' N;77' 21' 31,682' W;ACANDI
7454;Polygon;2020;Cultivo;0,65991;Ninguna;8' 19' 33,983' N;77' 12' 59,155' W;ACANDI
4688;Polygon;2019;Cultivo;0,66614;Ninguna;8' 28' 44,273' N;77' 20' 38,752' W;ACANDI
9720;Polygon;2021;Cultivo;0,68688;Ninguna;8' 36' 11.256' N;77' 20' 50.757' W;ACANDI
7480;Polygon;2020;Cultivo;0,70069;Ninguna;8' 25' 47,356' N;77' 11' 2,073' W;ACANDI
4647;Polygon;2019;Cultivo;0,71237;Ninguna;8' 35' 58,986' N;77' 23' 32,406' W;ACANDI
7452;Polygon;2020;Cultivo;0,71259;Ninguna;8' 18' 33,601' N;77' 11' 55,208' W;ACANDI
4742;Polygon;2019;Ganaderia;0,71833;Ninguna;8' 22' 45,565' N;77' 12' 6,402' W;ACANDI
7446;Polygon;2020;Cultivo;0,72719;Ninguna;8' 20' 4,295' N;77' 12' 29,141' W;ACANDI
4653;Polygon;2019;Cultivo;0,73601;Ninguna;8' 31' 33,011' N;77' 16' 33,817' W;ACANDI
7431;Polygon;2020;Cultivo;0,73883;Ninguna;8' 27' 52,958' N;77' 15' 0,248' W;ACANDI
7481;Polygon;2020;Cultivo;0,74509;Ninguna;8' 27' 48,504' N;77' 14' 49,392' W;ACANDI
2949;Polygon;2019;Cultivo;0,75069;Ninguna;8' 18' 14,768' N;77' 13' 37,974' W;ACANDI
4657;Polygon;2019;Cultivo;0,75164;Ninguna;8' 30' 55,526' N;77' 19' 46,024' W;ACANDI
4745;Polygon;2019;Ganaderia;0,75214;Ninguna;8' 23' 13,872' N;77' 12' 13,601' W;ACANDI
4640;Polygon;2019;Cultivo;0,75567;Ninguna;8' 35' 40,290' N;77' 20' 41,642' W;ACANDI
9402;Polygon;2021;Cultivo;0,76005;Ninguna;8' 18' 21.430' N;77' 13' 47.789' W;ACANDI
7468;Polygon;2020;Cultivo;0,77069;Ninguna;8' 22' 32,912' N;77' 15' 18,356' W;ACANDI
4660;Polygon;2019;Cultivo;0,78239;Ninguna;8' 30' 35,489' N;77' 20' 0,427' W;ACANDI
4691;Polygon;2019;Cultivo;0,78591;Ninguna;8' 27' 59,634' N;77' 20' 55,658' W;ACANDI
4652;Polygon;2019;Cultivo;0,78624;Ninguna;8' 31' 35,947' N;77' 16' 28,646' W;ACANDI
4672;Polygon;2019;Cultivo;0,78843;Ninguna;8' 30' 28,182' N;77' 21' 55,188' W;ACANDI
4707;Polygon;2019;Cultivo;0,79490;Ninguna;8' 23' 14,162' N;77' 8' 45,578' W;ACANDI
7470;Polygon;2020;Cultivo;0,80350;Ninguna;8' 22' 42,700' N;77' 15' 13,451' W;ACANDI
4718;Polygon;2019;Ganaderia;0,80507;Ninguna;8' 28' 49,121' N;77' 15' 51,711' W;ACANDI
4741;Polygon;2019;Ganaderia;0,82115;Ninguna;8' 22' 42,589' N;77' 11' 57,830' W;ACANDI
4692;Polygon;2019;Cultivo;0,82616;Ninguna;8' 27' 32,121' N;77' 21' 47,368' W;ACANDI
4669;Polygon;2019;Cultivo;0,82842;Ninguna;8' 30' 29,726' N;77' 21' 51,192' W;ACANDI
7471;Polygon;2020;Cultivo;0,83041;Ninguna;8' 24' 38,183' N;77' 18' 29,228' W;ACANDI
4727;Polygon;2019;Ganaderia;0,83254;Ninguna;8' 26' 25,989' N;77' 12' 16,671' W;ACANDI
9396;Polygon;2021;Cultivo;0,84818;Ninguna;8' 19' 59.125' N;77' 8' 24.772' W;ACANDI
4705;Polygon;2019;Cultivo;0,85134;Ninguna;8' 24' 7,783' N;77' 10' 54,999' W;ACANDI
13;Polygon;2018;Frontera Agropecuaria;0,85213;Vegetacion Secundaria;8' 32' 45,005' N;77' 17' 27,006' W;ACANDI
4681;Polygon;2019;Ganaderia;0,85263;Ninguna;8' 28' 47,345' N;77' 21' 45,566' W;ACANDI
4650;Polygon;2019;Cultivo;0,85871;Ninguna;8' 33' 45,369' N;77' 17' 14,005' W;ACANDI
9408;Polygon;2021;Cultivo;0,86763;Ninguna;8' 21' 22.224' N;77' 14' 42.388' W;ACANDI
7482;Polygon;2020;Cultivo;0,87280;Ninguna;8' 27' 35,840' N;77' 21' 18,333' W;ACANDI
7441;Polygon;2020;Cultivo;0,87412;Ninguna;8' 23' 24,849' N;77' 14' 35,565' W;ACANDI
4643;Polygon;2019;Cultivo;0,88949;Ninguna;8' 37' 23,843' N;77' 22' 8,783' W;ACANDI
7405;Polygon;2020;Cultivo;0,90936;Ninguna;8' 23' 20,247' N;77' 9' 18,895' W;ACANDI
7411;Polygon;2020;Cultivo;0,91532;Ninguna;8' 32' 18,200' N;77' 21' 8,389' W;ACANDI
4623;Polygon;2019;Ganaderia;0,91966;Ninguna;8' 23' 31,166' N;77' 9' 0,018' W;ACANDI
4624;Polygon;2019;Ganaderia;0,92603;Ninguna;8' 23' 29,454' N;77' 8' 54,343' W;ACANDI
3421;Polygon;2019;Cultivo;0,92653;Ninguna;8' 19' 30,360' N;77' 13' 4,906' W;ACANDI
7422;Polygon;2020;Cultivo;0,93901;Ninguna;8' 38' 0,254' N;77' 21' 51,147' W;ACANDI
4685;Polygon;2019;Cultivo;0,94233;Ninguna;8' 28' 20,406' N;77' 21' 9,851' W;ACANDI
3431;Polygon;2019;Ganaderia;0,94261;Ninguna;8' 24' 44,128' N;77' 8' 51,884' W;ACANDI
3414;Polygon;2019;Cultivo;0,94664;Ninguna;8' 20' 13,148' N;77' 12' 53,035' W;ACANDI
4651;Polygon;2019;Cultivo;0,94805;Ninguna;8' 33' 53,270' N;77' 17' 15,042' W;ACANDI
7430;Polygon;2020;Cultivo;0,95251;Ninguna;8' 28' 12,315' N;77' 15' 26,659' W;ACANDI
7475;Polygon;2020;Cultivo;0,95267;Ninguna;8' 26' 9,431' N;77' 19' 10,621' W;ACANDI
7458;Polygon;2020;Cultivo;0,95374;Ninguna;8' 23' 27,855' N;77' 12' 40,979' W;ACANDI
7457;Polygon;2020;Cultivo;0,95783;Ninguna;8' 23' 28,207' N;77' 12' 36,841' W;ACANDI
7439;Polygon;2020;Cultivo;0,96133;Ninguna;8' 22' 35,708' N;77' 15' 18,927' W;ACANDI
4696;Polygon;2019;Cultivo;0,96536;Ninguna;8' 27' 15,842' N;77' 20' 21,622' W;ACANDI
4617;Polygon;2019;Cultivo;0,97131;Ninguna;8' 25' 32,160' N;77' 10' 30,380' W;ACANDI
7486;Polygon;2020;Cultivo;0,97939;Ninguna;8' 27' 44,843' N;77' 22' 19,708' W;ACANDI
7409;Polygon;2020;Cultivo;0,99978;Ninguna;8' 32' 27,329' N;77' 21' 15,004' W;ACANDI
4723;Polygon;2019;Ganaderia;1,00334;Ninguna;8' 27' 24,281' N;77' 13' 59,912' W;ACANDI
4642;Polygon;2019;Cultivo;1,01134;Ninguna;8' 37' 28,117' N;77' 22' 9,131' W;ACANDI
9428;Polygon;2021;Cultivo;1,02277;Ninguna;8' 18' 31.423' N;77' 13' 51.863' W;ACANDI
7490;Polygon;2020;Cultivo;1,03024;Ninguna;8' 31' 32,155' N;77' 22' 36,721' W;ACANDI
4620;Polygon;2019;Ganaderia;1,03042;Ninguna;8' 23' 26,117' N;77' 8' 50,467' W;ACANDI
7437;Polygon;2020;Cultivo;1,04452;Ninguna;8' 22' 45,135' N;77' 15' 11,343' W;ACANDI
4618;Polygon;2019;Ganaderia;1,06633;Ninguna;8' 24' 11,891' N;77' 9' 37,341' W;ACANDI
4693;Polygon;2019;Cultivo;1,06921;Ninguna;8' 27' 37,582' N;77' 21' 33,841' W;ACANDI
4698;Polygon;2019;Cultivo;1,06967;Ninguna;8' 27' 19,067' N;77' 18' 58,484' W;ACANDI
7448;Polygon;2020;Cultivo;1,09626;Ninguna;8' 18' 34,676' N;77' 12' 34,399' W;ACANDI
4714;Polygon;2019;Cultivo;1,10887;Ninguna;8' 22' 4,942' N;77' 8' 19,535' W;ACANDI
3415;Polygon;2019;Cultivo;1,11358;Ninguna;8' 20' 10,032' N;77' 12' 48,958' W;ACANDI
4646;Polygon;2019;Cultivo;1,11543;Ninguna;8' 35' 55,805' N;77' 22' 44,353' W;ACANDI
7421;Polygon;2020;Cultivo;1,11832;Ninguna;8' 33' 40,172' N;77' 22' 19,079' W;ACANDI
4673;Polygon;2019;Cultivo;1,11918;Ninguna;8' 29' 54,283' N;77' 22' 17,091' W;ACANDI
4722;Polygon;2019;Ganaderia;1,12261;Ninguna;8' 28' 11,086' N;77' 15' 12,556' W;ACANDI
4675;Polygon;2019;Cultivo;1,15278;Ninguna;8' 29' 31,713' N;77' 21' 45,202' W;ACANDI
3416;Polygon;2019;Cultivo;1,15368;Ninguna;8' 20' 53,652' N;77' 13' 37,083' W;ACANDI
4629;Polygon;2019;Cultivo;1,17100;Ninguna;8' 31' 47,721' N;77' 22' 36,267' W;ACANDI
3423;Polygon;2019;Cultivo;1,18123;Ninguna;8' 19' 30,537' N;77' 13' 4,894' W;ACANDI
14;Polygon;2018;Frontera Agropecuaria;1,18997;Vegetacion Secundaria;8' 31' 19,237' N;77' 16' 29,493' W;ACANDI
4738;Polygon;2019;Ganaderia;1,19317;Ninguna;8' 23' 22,861' N;77' 11' 54,868' W;ACANDI
15;Polygon;2018;Frontera Agropecuaria;1,20318;Ninguna;8' 34' 54,700' N;77' 22' 16,750' W;ACANDI
9422;Polygon;2021;Cultivo;1,21011;Ninguna;8' 33' 1.683' N;77' 24' 16.120' W;ACANDI
7456;Polygon;2020;Cultivo;1,22333;Ninguna;8' 20' 10,599' N;77' 12' 18,355' W;ACANDI
4648;Polygon;2019;Cultivo;1,24258;Ninguna;8' 36' 4,799' N;77' 23' 54,163' W;ACANDI
4634;Polygon;2019;Cultivo;1,24713;Ninguna;8' 32' 0,208' N;77' 21' 13,331' W;ACANDI
9412;Polygon;2021;Cultivo;1,25272;Ninguna;8' 36' 7.417' N;77' 20' 42.463' W;ACANDI
25;Polygon;2018;Frontera Agropecuaria;1,25583;Ninguna;8' 34' 34,462' N;77' 21' 17,083' W;ACANDI
4715;Polygon;2019;Cultivo;1,25588;Ninguna;8' 21' 15,999' N;77' 8' 4,505' W;ACANDI
7432;Polygon;2020;Cultivo;1,26188;Ninguna;8' 27' 15,078' N;77' 15' 2,006' W;ACANDI
9294;Polygon;2021;Cultivo;1,28432;Ninguna;8' 13' 17.777' N;77' 9' 36.573' W;ACANDI
3422;Polygon;2019;Cultivo;1,28450;Ninguna;8' 19' 23,060' N;77' 13' 9,909' W;ACANDI
7474;Polygon;2020;Cultivo;1,28983;Ninguna;8' 25' 59,346' N;77' 18' 53,441' W;ACANDI
4631;Polygon;2019;Cultivo;1,29133;Ninguna;8' 31' 11,419' N;77' 22' 50,104' W;ACANDI
4621;Polygon;2019;Ganaderia;1,31810;Ninguna;8' 23' 25,568' N;77' 9' 2,688' W;ACANDI
4661;Polygon;2019;Cultivo;1,33042;Ninguna;8' 30' 37,106' N;77' 20' 48,811' W;ACANDI
7483;Polygon;2020;Cultivo;1,35752;Ninguna;8' 28' 10,009' N;77' 22' 5,602' W;ACANDI
9403;Polygon;2021;Cultivo;1,36314;Ninguna;8' 18' 14.240' N;77' 13' 14.367' W;ACANDI
16;Polygon;2018;Frontera Agropecuaria;1,36562;Ninguna;8' 36' 23,813' N;77' 22' 5,889' W;ACANDI
4635;Polygon;2019;Cultivo;1,37314;Ninguna;8' 32' 11,174' N;77' 21' 3,882' W;ACANDI
3425;Polygon;2019;Cultivo;1,37769;Ninguna;8' 17' 52,604' N;77' 12' 25,737' W;ACANDI
7488;Polygon;2020;Cultivo;1,37858;Ninguna;8' 31' 21,968' N;77' 22' 18,728' W;ACANDI
4628;Polygon;2019;Cultivo;1,37858;Ninguna;8' 31' 36,078' N;77' 21' 58,421' W;ACANDI
4655;Polygon;2019;Cultivo;1,40202;Ninguna;8' 31' 13,523' N;77' 17' 25,760' W;ACANDI
3424;Polygon;2019;Cultivo;1,41246;Ninguna;8' 18' 28,093' N;77' 13' 47,849' W;ACANDI
0;Polygon;2015;Cultivo;1,42109;Ninguna;8' 27' 42,191' N;77' 14' 44,745' W;ACANDI
7404;Polygon;2020;Cultivo;1,42669;Ninguna;8' 23' 31,933' N;77' 9' 32,298' W;ACANDI
7450;Polygon;2020;Cultivo;1,44360;Ninguna;8' 18' 36,346' N;77' 12' 39,349' W;ACANDI
9410;Polygon;2021;Cultivo;1,45186;Ninguna;8' 33' 47.780' N;77' 18' 4.456' W;ACANDI
1;Polygon;2015;Cultivo;1,45855;Ninguna;8' 28' 1,766' N;77' 14' 59,354' W;ACANDI
4730;Polygon;2019;Ganaderia;1,46485;Ninguna;8' 25' 43,711' N;77' 10' 6,727' W;ACANDI
9401;Polygon;2021;Cultivo;1,46488;Ninguna;8' 19' 48.202' N;77' 12' 47.530' W;ACANDI
4712;Polygon;2019;Cultivo;1,47780;Ninguna;8' 21' 58,068' N;77' 10' 21,545' W;ACANDI
17;Polygon;2018;Frontera Agropecuaria;1,49374;Vegetacion Secundaria;8' 31' 9,838' N;77' 16' 33,168' W;ACANDI
7400;Polygon;2019;Cultivo;1,49426;Ninguna;8' 20' 22,220' N;77' 12' 3,064' W;ACANDI
7427;Polygon;2020;Cultivo;1,50136;Ninguna;8' 28' 22,390' N;77' 18' 35,197' W;ACANDI
4649;Polygon;2019;Cultivo;1,52146;Ninguna;8' 33' 30,121' N;77' 18' 4,271' W;ACANDI
7424;Polygon;2020;Cultivo;1,53629;Ninguna;8' 36' 10,742' N;77' 20' 50,832' W;ACANDI
4666;Polygon;2019;Cultivo;1,53719;Ninguna;8' 31' 5,750' N;77' 21' 17,789' W;ACANDI
7406;Polygon;2020;Cultivo;1,54940;Ninguna;8' 23' 44,376' N;77' 8' 38,494' W;ACANDI
2950;Polygon;2019;Cultivo;1,56524;Ninguna;8' 18' 20,813' N;77' 13' 45,324' W;ACANDI
4626;Polygon;2019;Ganaderia;1,56798;Ninguna;8' 24' 37,897' N;77' 11' 13,706' W;ACANDI
3420;Polygon;2019;Cultivo;1,56900;Ninguna;8' 20' 10,345' N;77' 12' 30,460' W;ACANDI
9421;Polygon;2021;Cultivo;1,58477;Ninguna;8' 38' 45.996' N;77' 21' 10.841' W;ACANDI
4665;Polygon;2019;Cultivo;1,59655;Ninguna;8' 30' 53,995' N;77' 21' 22,733' W;ACANDI
7428;Polygon;2020;Cultivo;1,61316;Ninguna;8' 28' 19,501' N;77' 14' 58,426' W;ACANDI
4737;Polygon;2019;Ganaderia;1,61426;Ninguna;8' 23' 32,055' N;77' 12' 4,803' W;ACANDI
7433;Polygon;2020;Cultivo;1,62227;Ninguna;8' 29' 19,151' N;77' 15' 31,188' W;ACANDI
3435;Polygon;2019;Cultivo;1,62551;Ninguna;8' 33' 9,095' N;77' 21' 48,967' W;ACANDI
9413;Polygon;2021;Cultivo;1,64036;Ninguna;8' 34' 36.750' N;77' 21' 20.945' W;ACANDI
7414;Polygon;2020;Cultivo;1,64784;Ninguna;8' 32' 9,179' N;77' 22' 26,483' W;ACANDI
4721;Polygon;2019;Ganaderia;1,64861;Ninguna;8' 27' 8,245' N;77' 14' 13,711' W;ACANDI
4706;Polygon;2019;Cultivo;1,65109;Ninguna;8' 23' 22,498' N;77' 8' 59,575' W;ACANDI
7455;Polygon;2020;Cultivo;1,65705;Ninguna;8' 19' 36,540' N;77' 12' 55,853' W;ACANDI
7408;Polygon;2020;Cultivo;1,66353;Ninguna;8' 32' 31,167' N;77' 21' 22,738' W;ACANDI
7416;Polygon;2020;Cultivo;1,70845;Ninguna;8' 32' 21,030' N;77' 22' 27,681' W;ACANDI
7447;Polygon;2020;Cultivo;1,70867;Ninguna;8' 19' 58,262' N;77' 12' 37,664' W;ACANDI
3413;Polygon;2019;Cultivo;1,72016;Ninguna;8' 20' 53,458' N;77' 13' 18,166' W;ACANDI
7396;Polygon;2019;Cultivo;1,72340;Ninguna;8' 20' 28,249' N;77' 6' 25,341' W;ACANDI
7435;Polygon;2020;Cultivo;1,73029;Ninguna;8' 28' 57,435' N;77' 16' 6,937' W;ACANDI
3432;Polygon;2018;Cultivo;1,73787;Ninguna;8' 28' 34,576' N;77' 18' 51,748' W;ACANDI
3419;Polygon;2019;Cultivo;1,75112;Ninguna;8' 20' 11,748' N;77' 12' 42,046' W;ACANDI
3418;Polygon;2019;Cultivo;1,78066;Ninguna;8' 20' 11,832' N;77' 12' 42,226' W;ACANDI
4697;Polygon;2019;Cultivo;1,80612;Ninguna;8' 27' 11,937' N;77' 19' 11,409' W;ACANDI
4701;Polygon;2019;Cultivo;1,82318;Ninguna;8' 27' 14,287' N;77' 19' 27,903' W;ACANDI
3417;Polygon;2019;Cultivo;1,83482;Ninguna;8' 20' 54,706' N;77' 13' 31,501' W;ACANDI
7451;Polygon;2020;Cultivo;1,84036;Ninguna;8' 18' 58,063' N;77' 12' 7,723' W;ACANDI
4680;Polygon;2019;Ganaderia;1,85895;Ninguna;8' 28' 35,392' N;77' 22' 22,209' W;ACANDI
7449;Polygon;2020;Cultivo;1,86939;Ninguna;8' 18' 34,824' N;77' 12' 37,949' W;ACANDI
7477;Polygon;2020;Cultivo;1,91270;Ninguna;8' 24' 3,599' N;77' 9' 40,588' W;ACANDI
9415;Polygon;2021;Cultivo;2,00510;Ninguna;8' 35' 5.031' N;77' 22' 15.955' W;ACANDI
7489;Polygon;2020;Cultivo;2,08488;Ninguna;8' 31' 22,446' N;77' 22' 14,527' W;ACANDI
11;Polygon;2018;Frontera Agropecuaria;2,12311;Ninguna;8' 33' 9,307' N;77' 21' 49,936' W;ACANDI
9420;Polygon;2021;Cultivo;2,12826;Ninguna;8' 32' 46.282' N;77' 22' 37.535' W;ACANDI
4710;Polygon;2019;Cultivo;2,13269;Ninguna;8' 22' 19,495' N;77' 11' 55,924' W;ACANDI
7479;Polygon;2020;Cultivo;2,13464;Ninguna;8' 25' 6,528' N;77' 9' 32,693' W;ACANDI
4709;Polygon;2019;Cultivo;2,19850;Ninguna;8' 22' 14,961' N;77' 11' 45,433' W;ACANDI
4732;Polygon;2019;Ganaderia;2,20375;Ninguna;8' 24' 50,323' N;77' 10' 51,247' W;ACANDI
4622;Polygon;2019;Ganaderia;2,20845;Ninguna;8' 23' 35,535' N;77' 8' 47,645' W;ACANDI
4638;Polygon;2019;Cultivo;2,22311;Ninguna;8' 34' 35,621' N;77' 21' 12,254' W;ACANDI
9404;Polygon;2021;Cultivo;2,26097;Ninguna;8' 17' 33.429' N;77' 14' 8.124' W;ACANDI
22;Polygon;2018;Frontera Agropecuaria;2,27095;Ninguna;8' 17' 48,578' N;77' 13' 39,925' W;ACANDI
21;Polygon;2018;Frontera Agropecuaria;2,27966;Ninguna;8' 36' 29,564' N;77' 23' 55,099' W;ACANDI
7415;Polygon;2020;Cultivo;2,30186;Ninguna;8' 32' 22,180' N;77' 22' 37,513' W;ACANDI
2948;Polygon;2019;Cultivo;2,31518;Ninguna;8' 17' 55,714' N;77' 13' 35,360' W;ACANDI
4678;Polygon;2019;Ganaderia;2,31945;Ninguna;8' 28' 45,771' N;77' 22' 5,370' W;ACANDI
4619;Polygon;2019;Ganaderia;2,36907;Ninguna;8' 24' 8,215' N;77' 9' 43,355' W;ACANDI
4687;Polygon;2019;Ganaderia;2,37414;Ninguna;8' 28' 57,682' N;77' 20' 58,248' W;ACANDI
7398;Polygon;2020;Cultivo;2,41165;Ninguna;8' 20' 44,813' N;77' 11' 4,409' W;ACANDI
7410;Polygon;2020;Cultivo;2,41398;Ninguna;8' 32' 27,717' N;77' 21' 3,029' W;ACANDI
4716;Polygon;2019;Cultivo;2,41478;Ninguna;8' 29' 23,814' N;77' 15' 37,206' W;ACANDI
9406;Polygon;2021;Cultivo;2,41602;Ninguna;8' 21' 22.520' N;77' 11' 23.565' W;ACANDI
3434;Polygon;2019;Cultivo;2,42076;Ninguna;8' 33' 20,121' N;77' 21' 53,526' W;ACANDI
9407;Polygon;2021;Cultivo;2,44876;Ninguna;8' 20' 50.442' N;77' 13' 49.065' W;ACANDI
7395;Polygon;2020;Cultivo;2,45923;Ninguna;8' 21' 42,529' N;77' 10' 28,940' W;ACANDI
4734;Polygon;2019;Ganaderia;2,47368;Ninguna;8' 23' 14,087' N;77' 10' 50,287' W;ACANDI
7492;Polygon;2020;Cultivo;2,49687;Ninguna;8' 31' 0,266' N;77' 24' 50,411' W;ACANDI
4630;Polygon;2019;Cultivo;2,52533;Ninguna;8' 31' 5,141' N;77' 22' 58,283' W;ACANDI
20;Polygon;2018;Frontera Agropecuaria;2,52566;Ninguna;8' 36' 25,455' N;77' 22' 8,164' W;ACANDI
4644;Polygon;2019;Cultivo;2,56276;Ninguna;8' 37' 8,468' N;77' 22' 13,260' W;ACANDI
9427;Polygon;2021;Cultivo;2,56280;Ninguna;8' 21' 6.213' N;77' 14' 51.271' W;ACANDI
2889;Polygon;2019;Cultivo;2,57542;Ninguna;8' 31' 16,349' N;77' 21' 21,373' W;ACANDI
2;Polygon;2015;Cultivo;2,59035;Ninguna;8' 31' 30,363' N;77' 21' 23,206' W;ACANDI
23;Polygon;2018;Frontera Agropecuaria;2,62199;Ninguna;8' 18' 17,357' N;77' 13' 37,516' W;ACANDI
