ID;TIPO GEOMETRIA;AÑO;CAUSA;AREA_Ha;OBSERVACION;LATITUD;LONGITUD;MUNICIPIO
4210;Polygon;2019;Cultivo;12,75910;Ninguna;5' 33' 48,857' N;77' 15' 14,833' W;NUQUI
7095;Polygon;2020;Cultivo;0,11783;Ninguna;5' 46' 6,774' N;76' 53' 40,391' W;QUIBDO
5998;Polygon;2019;Mineria;0,12338;Ninguna;5' 50' 19,995' N;76' 37' 55,289' W;QUIBDO
7096;Polygon;2020;Cultivo;0,12385;Ninguna;5' 46' 3,756' N;76' 53' 30,508' W;QUIBDO
7122;Polygon;2020;Mineria;0,12906;Ninguna;5' 49' 44,359' N;76' 38' 19,487' W;QUIBDO
5997;Polygon;2019;Mineria;0,14964;Ninguna;5' 50' 14,648' N;76' 38' 20,547' W;QUIBDO
7107;Polygon;2020;Cultivo;0,17247;Ninguna;5' 43' 20,696' N;76' 48' 0,610' W;QUIBDO
5995;Polygon;2019;Mineria;0,17440;Ninguna;5' 50' 19,041' N;76' 38' 5,711' W;QUIBDO
7091;Polygon;2020;Cultivo;0,18862;Ninguna;5' 45' 35,451' N;76' 53' 43,613' W;QUIBDO
7105;Polygon;2020;Cultivo;0,20004;Ninguna;5' 43' 30,334' N;76' 48' 31,762' W;QUIBDO
7123;Polygon;2020;Mineria;0,20054;Ninguna;5' 49' 28,927' N;76' 37' 50,163' W;QUIBDO
5994;Polygon;2019;Mineria;0,20958;Ninguna;5' 50' 32,321' N;76' 38' 14,430' W;QUIBDO
7126;Polygon;2020;Mineria;0,21315;Ninguna;5' 49' 37,957' N;76' 39' 25,579' W;QUIBDO
7124;Polygon;2020;Mineria;0,21340;Ninguna;5' 49' 25,365' N;76' 37' 48,352' W;QUIBDO
6005;Polygon;2019;Mineria;0,21579;Ninguna;5' 54' 5,215' N;76' 33' 35,738' W;QUIBDO
5992;Polygon;2019;Mineria;0,21699;Ninguna;5' 47' 34,812' N;76' 38' 54,784' W;QUIBDO
6000;Polygon;2019;Mineria;0,22148;Ninguna;5' 49' 30,141' N;76' 37' 43,388' W;QUIBDO
7108;Polygon;2020;Cultivo;0,22804;Ninguna;5' 43' 15,465' N;76' 48' 3,992' W;QUIBDO
7121;Polygon;2020;Mineria;0,23264;Ninguna;5' 49' 56,523' N;76' 38' 0,897' W;QUIBDO
5999;Polygon;2019;Mineria;0,29314;Ninguna;5' 50' 6,590' N;76' 37' 54,430' W;QUIBDO
5991;Polygon;2019;Mineria;0,31702;Ninguna;5' 47' 33,036' N;76' 38' 56,109' W;QUIBDO
7111;Polygon;2020;Cultivo;0,33445;Ninguna;5' 42' 53,089' N;76' 48' 10,891' W;QUIBDO
7117;Polygon;2020;Cultivo;0,33745;Ninguna;5' 49' 26,582' N;76' 47' 55,814' W;QUIBDO
5996;Polygon;2019;Mineria;0,35072;Ninguna;5' 50' 23,862' N;76' 37' 58,957' W;QUIBDO
7094;Polygon;2020;Cultivo;0,36358;Ninguna;5' 45' 55,750' N;76' 53' 32,254' W;QUIBDO
7101;Polygon;2020;Cultivo;0,37164;Ninguna;5' 43' 58,084' N;76' 48' 21,021' W;QUIBDO
2974;Polygon;2019;Cultivo;0,40240;Ninguna;5' 53' 39,230' N;76' 56' 18,226' W;QUIBDO
7201;Polygon;2020;Cultivo;0,40613;Ninguna;5' 42' 11,732' N;76' 35' 4,143' W;QUIBDO
7103;Polygon;2020;Cultivo;0,41128;Ninguna;5' 43' 23,896' N;76' 50' 47,783' W;QUIBDO
7093;Polygon;2020;Cultivo;0,41306;Ninguna;5' 45' 37,424' N;76' 54' 13,536' W;QUIBDO
6004;Polygon;2019;Mineria;0,41560;Ninguna;5' 54' 12,718' N;76' 31' 1,134' W;QUIBDO
9496;Polygon;2021;Cultivo;0,41612;Ninguna;5' 43' 16.034' N;76' 33' 41.915' W;QUIBDO
2976;Polygon;2019;Cultivo;0,45621;Ninguna;5' 45' 5,840' N;76' 28' 11,222' W;QUIBDO
7115;Polygon;2020;Cultivo;0,47239;Ninguna;5' 46' 22,747' N;76' 46' 36,219' W;QUIBDO
7120;Polygon;2020;Mineria;0,47661;Ninguna;5' 49' 51,557' N;76' 37' 15,634' W;QUIBDO
9488;Polygon;2021;Cultivo;0,48715;Ninguna;5' 44' 49.405' N;76' 32' 48.305' W;QUIBDO
7092;Polygon;2020;Cultivo;0,49238;Ninguna;5' 45' 35,151' N;76' 53' 58,995' W;QUIBDO
7104;Polygon;2020;Cultivo;0,54394;Ninguna;5' 43' 24,079' N;76' 50' 40,120' W;QUIBDO
7090;Polygon;2020;Cultivo;0,54688;Ninguna;5' 41' 46,591' N;76' 55' 5,416' W;QUIBDO
7112;Polygon;2020;Cultivo;0,56379;Ninguna;5' 42' 26,192' N;76' 46' 17,665' W;QUIBDO
7097;Polygon;2020;Cultivo;0,58455;Ninguna;5' 48' 18,589' N;76' 53' 13,465' W;QUIBDO
7106;Polygon;2020;Cultivo;0,58638;Ninguna;5' 43' 26,962' N;76' 48' 45,474' W;QUIBDO
7110;Polygon;2020;Cultivo;0,59655;Ninguna;5' 42' 41,980' N;76' 48' 14,566' W;QUIBDO
9516;Polygon;2021;Mineria;0,61976;Ninguna;5' 52' 38.261' N;76' 40' 7.810' W;QUIBDO
5012;Polygon;2016;Mineria;0,68937;Para la alerta de 2016 se utilizo una imagen de 2017 porque no se alcanza a ver en una imagen de su año por nubosidad;5' 47' 15,823' N;76' 38' 59,755' W;QUIBDO
6003;Polygon;2019;Mineria;0,69618;Ninguna;5' 54' 19,544' N;76' 31' 4,458' W;QUIBDO
9491;Polygon;2021;Cultivo;0,73230;Ninguna;5' 42' 7.883' N;76' 35' 1.868' W;QUIBDO
7135;Polygon;2020;Cultivo;0,79438;Ninguna;5' 58' 25,788' N;76' 31' 56,010' W;QUIBDO
2978;Polygon;2019;Cultivo;0,79962;Ninguna;5' 44' 52,861' N;76' 28' 45,006' W;QUIBDO
7109;Polygon;2020;Cultivo;0,81474;Ninguna;5' 42' 49,547' N;76' 48' 4,531' W;QUIBDO
7116;Polygon;2020;Cultivo;0,82474;Ninguna;5' 46' 25,336' N;76' 46' 20,801' W;QUIBDO
7114;Polygon;2020;Cultivo;0,82992;Ninguna;5' 46' 30,751' N;76' 46' 28,566' W;QUIBDO
7082;Polygon;2020;Cultivo;0,83404;Ninguna;5' 40' 25,318' N;76' 55' 57,172' W;QUIBDO
2975;Polygon;2019;Cultivo;0,87242;Ninguna;5' 45' 5,172' N;76' 28' 18,369' W;QUIBDO
6001;Polygon;2019;Mineria;0,94561;Ninguna;5' 54' 53,804' N;76' 31' 44,154' W;QUIBDO
9490;Polygon;2021;Cultivo;0,94812;Ninguna;5' 43' 13.791' N;76' 33' 14.902' W;QUIBDO
4876;Polygon;2016;Mineria;0,95716;Ninguna;5' 46' 48,243' N;76' 33' 45,276' W;QUIBDO
2973;Polygon;2019;Cultivo;0,97251;Ninguna;5' 54' 52,518' N;76' 56' 32,969' W;QUIBDO
9514;Polygon;2021;Mineria;0,99224;Ninguna;5' 52' 28.482' N;76' 39' 57.015' W;QUIBDO
9495;Polygon;2021;Cultivo;1,01505;Ninguna;5' 43' 10.751' N;76' 33' 38.233' W;QUIBDO
5993;Polygon;2019;Mineria;1,10188;Ninguna;5' 47' 27,651' N;76' 38' 43,332' W;QUIBDO
9506;Polygon;2021;Cultivo;1,11575;Ninguna;5' 41' 44.508' N;76' 44' 3.670' W;QUIBDO
9487;Polygon;2021;Cultivo;1,18652;Ninguna;5' 44' 45.652' N;76' 32' 53.075' W;QUIBDO
9519;Polygon;2021;Mineria;1,23695;Ninguna;5' 52' 0.095' N;76' 40' 11.652' W;QUIBDO
9504;Polygon;2021;Mineria;1,30483;Ninguna;5' 47' 58.080' N;76' 33' 13.005' W;QUIBDO
7084;Polygon;2020;Cultivo;1,37111;Ninguna;5' 41' 10,768' N;76' 54' 27,332' W;QUIBDO
9485;Polygon;2021;Mineria;1,37569;Ninguna;5' 45' 13.764' N;76' 33' 51.845' W;QUIBDO
7085;Polygon;2020;Cultivo;1,38380;Ninguna;5' 40' 16,682' N;76' 55' 23,699' W;QUIBDO
7089;Polygon;2020;Cultivo;1,43401;Ninguna;5' 41' 57,048' N;76' 55' 38,001' W;QUIBDO
7098;Polygon;2020;Cultivo;1,43619;Ninguna;5' 48' 4,946' N;76' 53' 53,883' W;QUIBDO
9486;Polygon;2021;Cultivo;1,44403;Ninguna;5' 44' 49.119' N;76' 32' 58.718' W;QUIBDO
7081;Polygon;2020;Cultivo;1,44803;Ninguna;5' 40' 46,935' N;76' 56' 33,079' W;QUIBDO
9515;Polygon;2021;Mineria;1,49910;Ninguna;5' 52' 32.264' N;76' 40' 12.033' W;QUIBDO
9505;Polygon;2021;Mineria;1,50457;Ninguna;5' 47' 53.633' N;76' 33' 47.281' W;QUIBDO
9510;Polygon;2021;Mineria;1,51201;Ninguna;5' 51' 45.833' N;76' 37' 41.814' W;QUIBDO
9503;Polygon;2021;Cultivo;1,56046;Ninguna;5' 50' 23.922' N;76' 30' 36.052' W;QUIBDO
7080;Polygon;2020;Cultivo;1,57565;Ninguna;5' 41' 10,203' N;76' 56' 41,543' W;QUIBDO
5159;Polygon;2014;Mineria;1,61921;Ninguna;5' 46' 0,647' N;76' 39' 54,125' W;QUIBDO
9509;Polygon;2021;Mineria;1,62033;Ninguna;5' 51' 12.120' N;76' 37' 45.443' W;QUIBDO
9493;Polygon;2021;Crecimiento Urbano;1,65953;Ninguna;5' 39' 41.227' N;76' 37' 58.671' W;QUIBDO
9489;Polygon;2021;Cultivo;1,66994;Ninguna;5' 43' 14.779' N;76' 33' 24.951' W;QUIBDO
9508;Polygon;2021;Mineria;1,70303;Ninguna;5' 51' 8.653' N;76' 37' 53.233' W;QUIBDO
4875;Polygon;2016;Mineria;1,85312;Ninguna;5' 46' 35,960' N;76' 38' 45,541' W;QUIBDO
7102;Polygon;2020;Cultivo;1,88242;Ninguna;5' 43' 14,659' N;76' 50' 42,745' W;QUIBDO
7083;Polygon;2020;Cultivo;1,91747;Ninguna;5' 40' 46,078' N;76' 55' 11,776' W;QUIBDO
9517;Polygon;2021;Mineria;1,95737;Ninguna;5' 52' 24.017' N;76' 39' 59.298' W;QUIBDO
9512;Polygon;2021;Mineria;2,04807;Ninguna;5' 52' 26.039' N;76' 40' 14.683' W;QUIBDO
5158;Polygon;2014;Mineria;2,26605;Ninguna;5' 46' 36,722' N;76' 39' 53,350' W;QUIBDO
9524;Polygon;2021;Mineria;2,33538;Ninguna;5' 53' 19.184' N;76' 32' 40.946' W;QUIBDO
9518;Polygon;2021;Mineria;2,37179;Ninguna;5' 52' 55.064' N;76' 39' 26.827' W;QUIBDO
5153;Polygon;2014;Mineria;2,38051;Ninguna;5' 47' 12,683' N;76' 37' 48,057' W;QUIBDO
6006;Polygon;2019;Mineria;2,44071;Ninguna;5' 55' 20,143' N;76' 33' 45,033' W;QUIBDO
5031;Polygon;2017;Mineria;2,53513;Ninguna;5' 57' 33,940' N;76' 31' 19,518' W;QUIBDO
9494;Polygon;2021;Mineria;2,55555;Ninguna;5' 41' 29.180' N;76' 35' 34.970' W;QUIBDO
7113;Polygon;2020;Cultivo;2,57779;Ninguna;5' 42' 11,319' N;76' 46' 7,365' W;QUIBDO
7099;Polygon;2020;Cultivo;2,61960;Ninguna;5' 48' 2,023' N;76' 53' 43,546' W;QUIBDO
9492;Polygon;2021;Mineria;2,88550;Ninguna;5' 39' 50.034' N;76' 39' 59.238' W;QUIBDO
9513;Polygon;2021;Mineria;2,90971;Ninguna;5' 52' 40.180' N;76' 39' 53.198' W;QUIBDO
5151;Polygon;2014;Mineria;3,05561;Ninguna;5' 47' 19,050' N;76' 39' 4,182' W;QUIBDO
5139;Polygon;2014;Mineria;3,06428;Ninguna;5' 51' 46,599' N;76' 33' 13,844' W;QUIBDO
9522;Polygon;2021;Mineria;3,13174;Ninguna;5' 50' 0.387' N;76' 37' 25.835' W;QUIBDO
5148;Polygon;2014;Mineria;3,32888;Ninguna;5' 47' 35,230' N;76' 38' 25,358' W;QUIBDO
2977;Polygon;2019;Cultivo;3,53680;Ninguna;5' 44' 57,247' N;76' 28' 5,760' W;QUIBDO
5154;Polygon;2014;Mineria;3,82085;Ninguna;5' 47' 3,489' N;76' 37' 41,921' W;QUIBDO
5140;Polygon;2014;Mineria;3,86885;Ninguna;5' 51' 34,437' N;76' 32' 59,219' W;QUIBDO
6002;Polygon;2019;Mineria;4,02340;Ninguna;5' 54' 46,494' N;76' 31' 22,158' W;QUIBDO
5066;Polygon;2015;Mineria;4,35849;Ninguna;5' 44' 23,138' N;76' 35' 49,239' W;QUIBDO
5164;Polygon;2014;Mineria;4,35849;Ninguna;5' 44' 23,138' N;76' 35' 49,239' W;QUIBDO
4981;Polygon;2017;Mineria;4,54298;Ninguna;5' 48' 41,213' N;76' 40' 2,344' W;QUIBDO
9520;Polygon;2021;Mineria;4,58741;Ninguna;5' 51' 28.298' N;76' 40' 50.617' W;QUIBDO
2971;Polygon;2019;Cultivo;4,66406;Ninguna;5' 53' 2,541' N;77' 0' 12,948' W;QUIBDO
5005;Polygon;2017;Mineria;4,69267;Ninguna;5' 48' 15,875' N;76' 39' 30,562' W;QUIBDO
9523;Polygon;2021;Mineria;4,69456;Ninguna;5' 53' 10.283' N;76' 32' 39.075' W;QUIBDO
9511;Polygon;2021;Mineria;4,76615;Ninguna;5' 51' 36.906' N;76' 37' 38.735' W;QUIBDO
5069;Polygon;2015;Mineria;4,90487;Ninguna;5' 55' 48,394' N;76' 31' 26,533' W;QUIBDO
5152;Polygon;2014;Mineria;5,38511;Ninguna;5' 47' 12,432' N;76' 37' 36,066' W;QUIBDO
5029;Polygon;2017;Mineria;5,66810;Ninguna;5' 53' 25,609' N;76' 32' 5,992' W;QUIBDO
5025;Polygon;2017;Mineria;5,75719;Ninguna;5' 39' 20,136' N;76' 35' 14,226' W;QUIBDO
9527;Polygon;2021;Mineria;6,12416;Ninguna;5' 52' 43.667' N;76' 37' 50.909' W;QUIBDO
5145;Polygon;2014;Mineria;6,18636;Ninguna;5' 47' 45,920' N;76' 39' 32,370' W;QUIBDO
9525;Polygon;2021;Mineria;6,20781;Ninguna;5' 53' 6.069' N;76' 32' 8.707' W;QUIBDO
5129;Polygon;2014;Mineria;6,23181;Ninguna;5' 54' 7,631' N;76' 32' 17,682' W;QUIBDO
9502;Polygon;2021;Mineria;6,41019;Ninguna;5' 54' 4.683' N;76' 32' 3.998' W;QUIBDO
9526;Polygon;2021;Mineria;6,41428;Ninguna;5' 53' 4.730' N;76' 34' 23.048' W;QUIBDO
5125;Polygon;2014;Mineria;6,64344;Ninguna;5' 54' 47,226' N;76' 31' 54,463' W;QUIBDO
5026;Polygon;2016;Mineria;7,01726;Ninguna;5' 55' 57,364' N;76' 31' 27,893' W;QUIBDO
5030;Polygon;2017;Mineria;7,05725;Ninguna;5' 57' 25,162' N;76' 31' 7,220' W;QUIBDO
5155;Polygon;2014;Mineria;7,07677;Ninguna;5' 47' 2,498' N;76' 38' 38,982' W;QUIBDO
5149;Polygon;2014;Mineria;7,09261;Ninguna;5' 47' 25,413' N;76' 38' 49,156' W;QUIBDO
5150;Polygon;2014;Mineria;7,14542;Ninguna;5' 47' 21,225' N;76' 39' 40,766' W;QUIBDO
5136;Polygon;2014;Mineria;7,29824;Ninguna;5' 52' 15,390' N;76' 36' 53,618' W;QUIBDO
9499;Polygon;2021;Mineria;7,54917;Ninguna;5' 50' 51.778' N;76' 40' 5.676' W;QUIBDO
5133;Polygon;2014;Mineria;7,84763;Ninguna;5' 53' 24,358' N;76' 35' 39,447' W;QUIBDO
5156;Polygon;2014;Mineria;7,95904;Ninguna;5' 46' 48,146' N;76' 39' 34,541' W;QUIBDO
9498;Polygon;2021;Mineria;8,11936;Ninguna;5' 52' 0.390' N;76' 39' 48.856' W;QUIBDO
9500;Polygon;2021;Mineria;9,19182;Ninguna;5' 53' 0.729' N;76' 36' 57.800' W;QUIBDO
9497;Polygon;2021;Mineria;9,39829;Ninguna;5' 50' 58.920' N;76' 39' 43.049' W;QUIBDO
5067;Polygon;2015;Mineria;9,47992;Ninguna;5' 44' 34,212' N;76' 35' 9,780' W;QUIBDO
5163;Polygon;2014;Mineria;9,47992;Ninguna;5' 44' 34,212' N;76' 35' 9,780' W;QUIBDO
5144;Polygon;2014;Mineria;9,67184;Ninguna;5' 48' 17,263' N;76' 32' 53,499' W;QUIBDO
9501;Polygon;2021;Mineria;9,72247;Ninguna;5' 53' 10.745' N;76' 36' 34.061' W;QUIBDO
5065;Polygon;2015;Mineria;9,79945;Ninguna;5' 44' 40,399' N;76' 35' 29,969' W;QUIBDO
5162;Polygon;2014;Mineria;9,79945;Ninguna;5' 44' 40,399' N;76' 35' 29,969' W;QUIBDO
9521;Polygon;2021;Mineria;10,55040;Ninguna;5' 51' 28.522' N;76' 40' 28.440' W;QUIBDO
5157;Polygon;2014;Mineria;10,79881;Ninguna;5' 46' 37,631' N;76' 38' 57,347' W;QUIBDO
5137;Polygon;2014;Mineria;10,90343;Ninguna;5' 51' 51,372' N;76' 36' 47,473' W;QUIBDO
5147;Polygon;2014;Mineria;11,36153;Ninguna;5' 47' 40,434' N;76' 38' 34,782' W;QUIBDO
4973;Polygon;2016;Mineria;12,08492;Ninguna;5' 45' 12,831' N;76' 34' 44,655' W;QUIBDO
5142;Polygon;2014;Mineria;12,65718;Ninguna;5' 49' 56,116' N;76' 40' 4,364' W;QUIBDO
5160;Polygon;2014;Mineria;13,10508;Ninguna;5' 45' 32,650' N;76' 39' 0,959' W;QUIBDO
4959;Polygon;2016;Mineria;13,11874;Para la alerta de 2016 se utilizo una imagen de 2017 porque no se alcanza a ver en una imagen de su año por nubosidad;5' 50' 4,202' N;76' 39' 41,961' W;QUIBDO
5138;Polygon;2014;Mineria;13,44915;Ninguna;5' 51' 54,454' N;76' 34' 3,520' W;QUIBDO
5068;Polygon;2015;Mineria;13,86652;Ninguna;5' 48' 41,544' N;76' 32' 52,457' W;QUIBDO
5161;Polygon;2014;Mineria;14,13875;Ninguna;5' 44' 58,612' N;76' 38' 56,452' W;QUIBDO
2379;Polygon;2015;Crecimiento Urbano;14,28094;Ninguna;5' 39' 24,455' N;76' 37' 56,773' W;QUIBDO
5141;Polygon;2014;Mineria;14,60751;Ninguna;5' 50' 26,775' N;76' 37' 6,508' W;QUIBDO
5028;Polygon;2017;Mineria;14,74393;Ninguna;5' 53' 39,376' N;76' 31' 43,457' W;QUIBDO
5131;Polygon;2014;Mineria;14,75794;Ninguna;5' 53' 40,230' N;76' 37' 24,871' W;QUIBDO
5027;Polygon;2017;Mineria;15,87285;Ninguna;5' 56' 11,309' N;76' 32' 12,786' W;QUIBDO
5143;Polygon;2014;Mineria;16,13999;Ninguna;5' 48' 41,939' N;76' 32' 52,197' W;QUIBDO
4874;Polygon;2016;Mineria;16,74023;Para la alerta de 2016 se utilizo una imagen de 2017 porque no se alcanza a ver en una imagen de su año por nubosidad;5' 47' 56,985' N;76' 39' 24,169' W;QUIBDO
2380;Polygon;2015;Crecimiento Urbano;17,09644;Ninguna;5' 41' 29,238' N;76' 37' 0,328' W;QUIBDO
5127;Polygon;2014;Mineria;17,44795;Ninguna;5' 54' 27,048' N;76' 32' 11,963' W;QUIBDO
2381;Polygon;2016;Cultivo;21,18788;Ninguna;5' 39' 24,469' N;76' 39' 21,571' W;QUIBDO
5134;Polygon;2014;Mineria;25,78122;Ninguna;5' 52' 5,203' N;76' 37' 18,825' W;QUIBDO
5135;Polygon;2014;Mineria;26,43167;Ninguna;5' 52' 10,695' N;76' 39' 28,258' W;QUIBDO
4980;Polygon;2016;Mineria;27,04288;Ninguna;5' 45' 23,567' N;76' 34' 22,527' W;QUIBDO
5124;Polygon;2014;Mineria;27,91784;Ninguna;5' 54' 37,552' N;76' 31' 36,795' W;QUIBDO
9507;Polygon;2021;Mineria;33,45046;Ninguna;5' 50' 55.623' N;76' 37' 9.644' W;QUIBDO
2972;Polygon;2019;Cultivo;46,62430;Ninguna;5' 53' 5,293' N;76' 59' 49,793' W;QUIBDO
7776;Polygon;2020;Cultivo;0,10417;Ninguna;5' 12' 12,184' N;76' 28' 9,314' W;RIO IRO
7772;Polygon;2020;Cultivo;0,10992;Ninguna;5' 12' 23,796' N;76' 27' 25,463' W;RIO IRO
7794;Polygon;2020;Cultivo;0,12727;Ninguna;5' 11' 34,114' N;76' 28' 30,148' W;RIO IRO
7775;Polygon;2020;Cultivo;0,12797;Ninguna;5' 12' 12,783' N;76' 28' 1,369' W;RIO IRO
7754;Polygon;2020;Cultivo;0,12858;Ninguna;5' 9' 38,075' N;76' 29' 3,813' W;RIO IRO
7758;Polygon;2020;Cultivo;0,13127;Ninguna;5' 10' 22,898' N;76' 27' 24,298' W;RIO IRO
7737;Polygon;2020;Cultivo;0,13547;Ninguna;5' 10' 4,533' N;76' 30' 16,818' W;RIO IRO
7777;Polygon;2020;Cultivo;0,14068;Ninguna;5' 12' 10,155' N;76' 28' 9,214' W;RIO IRO
6079;Polygon;2019;Mineria;0,14522;Ninguna;5' 7' 7,072' N;76' 35' 53,563' W;RIO IRO
8615;Polygon;2021;Cultivo;0,14691;CODECHOCO;5' 10' 41.295' N;76' 31' 8.169' W;RIO IRO
8616;Polygon;2021;Cultivo;0,14704;CODECHOCO;5' 10' 50.427' N;76' 31' 2.045' W;RIO IRO
7745;Polygon;2020;Cultivo;0,14785;Ninguna;5' 9' 52,226' N;76' 28' 15,917' W;RIO IRO
7751;Polygon;2020;Cultivo;0,15238;Ninguna;5' 9' 55,120' N;76' 27' 55,622' W;RIO IRO
7795;Polygon;2020;Cultivo;0,15373;Ninguna;5' 11' 22,955' N;76' 28' 43,768' W;RIO IRO
8608;Polygon;2021;Cultivo;0,16835;CODECHOCO;5' 13' 12.949' N;76' 28' 28.744' W;RIO IRO
9728;Polygon;2021;Mineria;0,17849;CODECHOCO;5' 9' 13.856' N;76' 33' 13.069' W;RIO IRO
7752;Polygon;2020;Cultivo;0,18410;Ninguna;5' 9' 54,236' N;76' 27' 58,846' W;RIO IRO
7738;Polygon;2020;Cultivo;0,18969;Ninguna;5' 9' 34,486' N;76' 29' 57,263' W;RIO IRO
7722;Polygon;2020;Cultivo;0,19191;Ninguna;5' 6' 53,832' N;76' 40' 45,774' W;RIO IRO
7757;Polygon;2020;Cultivo;0,19713;Ninguna;5' 10' 23,366' N;76' 27' 17,696' W;RIO IRO
8589;Polygon;2021;Cultivo;0,20203;CODECHOCO;5' 14' 57.918' N;76' 25' 44.003' W;RIO IRO
7748;Polygon;2020;Cultivo;0,20789;Ninguna;5' 9' 48,049' N;76' 28' 46,593' W;RIO IRO
7742;Polygon;2020;Cultivo;0,21619;Ninguna;5' 9' 43,632' N;76' 29' 22,785' W;RIO IRO
7771;Polygon;2020;Cultivo;0,22068;Ninguna;5' 12' 1,954' N;76' 27' 30,483' W;RIO IRO
7788;Polygon;2020;Cultivo;0,22782;Ninguna;5' 10' 53,562' N;76' 27' 16,080' W;RIO IRO
7778;Polygon;2020;Cultivo;0,23701;Ninguna;5' 11' 55,688' N;76' 27' 38,583' W;RIO IRO
6081;Polygon;2019;Mineria;0,24642;Ninguna;5' 8' 6,606' N;76' 35' 37,751' W;RIO IRO
7760;Polygon;2020;Cultivo;0,24714;Ninguna;5' 10' 19,559' N;76' 27' 36,893' W;RIO IRO
8614;Polygon;2021;Cultivo;0,25219;CODECHOCO;5' 10' 42.922' N;76' 31' 13.660' W;RIO IRO
7746;Polygon;2020;Cultivo;0,25739;Ninguna;5' 9' 49,161' N;76' 28' 19,673' W;RIO IRO
8588;Polygon;2021;Cultivo;0,26601;CODECHOCO;5' 14' 50.019' N;76' 25' 59.314' W;RIO IRO
7773;Polygon;2020;Cultivo;0,28853;Ninguna;5' 12' 29,723' N;76' 27' 58,081' W;RIO IRO
7765;Polygon;2020;Obras Civiles;0,29026;Ninguna;5' 14' 18,739' N;76' 27' 55,531' W;RIO IRO
3871;Polygon;2019;Cultivo;0,30170;Ninguna;5' 12' 16,234' N;76' 25' 35,732' W;RIO IRO
7743;Polygon;2020;Cultivo;0,31868;Ninguna;5' 9' 52,534' N;76' 29' 10,357' W;RIO IRO
7774;Polygon;2020;Cultivo;0,32085;Ninguna;5' 12' 14,192' N;76' 28' 3,916' W;RIO IRO
7759;Polygon;2020;Cultivo;0,32857;Ninguna;5' 10' 16,390' N;76' 27' 29,244' W;RIO IRO
7779;Polygon;2020;Cultivo;0,35394;Ninguna;5' 12' 0,441' N;76' 27' 40,917' W;RIO IRO
3866;Polygon;2019;Cultivo;0,35982;Ninguna;5' 9' 53,080' N;76' 30' 17,073' W;RIO IRO
7786;Polygon;2020;Cultivo;0,36268;Ninguna;5' 11' 20,646' N;76' 27' 14,800' W;RIO IRO
7782;Polygon;2020;Cultivo;0,36313;Ninguna;5' 11' 58,825' N;76' 27' 24,472' W;RIO IRO
7781;Polygon;2020;Cultivo;0,36514;Ninguna;5' 12' 8,867' N;76' 27' 49,841' W;RIO IRO
3874;Polygon;2019;Cultivo;0,36805;Ninguna;5' 13' 43,336' N;76' 25' 45,850' W;RIO IRO
7741;Polygon;2020;Cultivo;0,38016;Ninguna;5' 9' 42,341' N;76' 29' 18,498' W;RIO IRO
7733;Polygon;2020;Cultivo;0,38049;Ninguna;5' 7' 29,038' N;76' 39' 54,758' W;RIO IRO
7747;Polygon;2020;Cultivo;0,38172;Ninguna;5' 9' 46,178' N;76' 28' 48,729' W;RIO IRO
6078;Polygon;2019;Mineria;0,39214;Ninguna;5' 7' 5,557' N;76' 35' 56,142' W;RIO IRO
7755;Polygon;2020;Cultivo;0,40597;Ninguna;5' 9' 32,443' N;76' 29' 2,997' W;RIO IRO
7740;Polygon;2020;Cultivo;0,40900;Ninguna;5' 9' 42,940' N;76' 29' 47,080' W;RIO IRO
7744;Polygon;2020;Cultivo;0,40928;Ninguna;5' 9' 50,471' N;76' 28' 12,680' W;RIO IRO
3872;Polygon;2019;Cultivo;0,41312;Ninguna;5' 11' 36,222' N;76' 29' 18,993' W;RIO IRO
8607;Polygon;2021;Cultivo;0,44507;CODECHOCO;5' 13' 11.854' N;76' 28' 30.230' W;RIO IRO
8592;Polygon;2021;Cultivo;0,45194;CODECHOCO;5' 13' 7.464' N;76' 26' 32.721' W;RIO IRO
8586;Polygon;2021;Cultivo;0,45363;CODECHOCO;5' 14' 45.530' N;76' 26' 21.604' W;RIO IRO
7789;Polygon;2020;Cultivo;0,46909;Ninguna;5' 11' 7,161' N;76' 26' 47,746' W;RIO IRO
8587;Polygon;2021;Cultivo;0,47209;CODECHOCO;5' 14' 39.150' N;76' 26' 15.918' W;RIO IRO
6076;Polygon;2019;Mineria;0,48874;Ninguna;5' 7' 24,703' N;76' 37' 35,640' W;RIO IRO
3867;Polygon;2019;Cultivo;0,49255;Ninguna;5' 9' 21,663' N;76' 29' 29,707' W;RIO IRO
4030;Polygon;2019;Cultivo;0,50731;Ninguna;5' 7' 54,985' N;76' 24' 29,295' W;RIO IRO
7750;Polygon;2020;Cultivo;0,52142;Ninguna;5' 9' 55,248' N;76' 27' 49,593' W;RIO IRO
7783;Polygon;2020;Cultivo;0,53069;Ninguna;5' 11' 17,187' N;76' 27' 36,657' W;RIO IRO
7768;Polygon;2020;Cultivo;0,55199;Ninguna;5' 14' 24,408' N;76' 27' 25,860' W;RIO IRO
7784;Polygon;2020;Cultivo;0,56183;Ninguna;5' 11' 2,325' N;76' 27' 25,467' W;RIO IRO
7749;Polygon;2020;Cultivo;0,56793;Ninguna;5' 9' 42,309' N;76' 28' 36,024' W;RIO IRO
8609;Polygon;2021;Cultivo;0,58792;CODECHOCO;5' 13' 23.862' N;76' 28' 25.130' W;RIO IRO
